: زمان افعال
می‌گذارد گذاشت می‌آفریند آفرید
می‌گذارد گذاشت می‌آورد آورد
می‌گذارد گذاشت می‌بخشد بخشید
می‌گذارد گذاشت می‌پرسد پرسید
می‌گذارد گذاشت می‌پوشد پوشید
می‌گذارد گذاشت می‌پیچد پیچید
می‌گذارد گذاشت می‌زند زد
می‌گذارد گذاشت می‌نشیند نشست
می‌گذارد گذاشت می‌پرورد پرورید
می‌گذارد گذاشت می‌نوشد نوشید
می‌گذارد گذاشت می‌تواند توانست
می‌گذارد گذاشت می‌پرد پرید
می‌گذارد گذاشت می‌خزد خزید
می‌گذارد گذاشت می‌بارد بارید
می‌گذارد گذاشت می‌لرزد لرزید
می‌گذارد گذاشت می‌وزد وزید
می‌گذارد گذاشت می‌ریزد ریخت
می‌گذارد گذاشت برمی‌دارد برداشت
می‌گذارد گذاشت می‌گیرد گرفت
می‌گرید گریست ﻿می‌رود رفت
می‌گرید گریست می‌خورد خورد
می‌گرید گریست می‌گوید گفت
می‌گرید گریست می‌خندد خندید
می‌گرید گریست می‌نویسد نوشت
می‌گرید گریست می‌بیند دید
می‌گرید گریست می‌جنگد جنگید
می‌گرید گریست می‌سازد ساخت
می‌گرید گریست می‌پردازد پرداخت
می‌گرید گریست می‌جوید جست
می‌گرید گریست می‌پزد پخت
می‌گرید گریست می‌شوید شست
می‌گرید گریست می‌کند کرد
می‌گرید گریست می‌خواند خواند
می‌گرید گریست می‌خرد خرید
می‌گرید گریست می‌گذارد گذاشت
می‌گرید گریست می‌خوابد خوابید
می‌گرید گریست می‌سوزد سوخت
می‌گرید گریست می‌شکند شکست
می‌گرید گریست می‌برد برد
می‌گرید گریست می‌گذرد گذشت
می‌گرید گریست می‌شنود شنید
می‌گرید گریست می‌دوزد دوخت
می‌گرید گریست می‌کارد کاشت
می‌گرید گریست می‌خواهد خواست
می‌گرید گریست می‌آفریند آفرید
می‌گرید گریست می‌آورد آورد
می‌گرید گریست می‌بخشد بخشید
می‌گرید گریست می‌پرسد پرسید
می‌گرید گریست می‌پوشد پوشید
می‌گرید گریست می‌پیچد پیچید
می‌گرید گریست می‌زند زد
می‌گرید گریست می‌نشیند نشست
می‌گرید گریست می‌پرورد پرورید
می‌گرید گریست می‌نوشد نوشید
می‌گرید گریست می‌تواند توانست
می‌گرید گریست می‌پرد پرید
می‌گرید گریست می‌خزد خزید
می‌گرید گریست می‌بارد بارید
می‌گرید گریست می‌لرزد لرزید
می‌گرید گریست می‌وزد وزید
می‌گرید گریست می‌ریزد ریخت
می‌گرید گریست برمی‌دارد برداشت
می‌گرید گریست می‌گیرد گرفت
می‌خوابد خوابید ﻿می‌رود رفت
می‌خوابد خوابید می‌خورد خورد
می‌خوابد خوابید می‌گوید گفت
می‌خوابد خوابید می‌خندد خندید
می‌خوابد خوابید می‌نویسد نوشت
می‌خوابد خوابید می‌بیند دید
می‌خوابد خوابید می‌جنگد جنگید
می‌خوابد خوابید می‌سازد ساخت
می‌خوابد خوابید می‌پردازد پرداخت
می‌خوابد خوابید می‌جوید جست
می‌خوابد خوابید می‌پزد پخت
می‌خوابد خوابید می‌شوید شست
می‌خوابد خوابید می‌کند کرد
می‌خوابد خوابید می‌خواند خواند
می‌خوابد خوابید می‌خرد خرید
می‌خوابد خوابید می‌گذارد گذاشت
می‌خوابد خوابید می‌گرید گریست
می‌خوابد خوابید می‌سوزد سوخت
می‌خوابد خوابید می‌شکند شکست
می‌خوابد خوابید می‌برد برد
می‌خوابد خوابید می‌گذرد گذشت
می‌خوابد خوابید می‌شنود شنید
می‌خوابد خوابید می‌دوزد دوخت
می‌خوابد خوابید می‌کارد کاشت
می‌خوابد خوابید می‌خواهد خواست
می‌خوابد خوابید می‌آفریند آفرید
می‌خوابد خوابید می‌آورد آورد
می‌خوابد خوابید می‌بخشد بخشید
می‌خوابد خوابید می‌پرسد پرسید
می‌خوابد خوابید می‌پوشد پوشید
می‌خوابد خوابید می‌پیچد پیچید
می‌خوابد خوابید می‌زند زد
می‌خوابد خوابید می‌نشیند نشست
می‌خوابد خوابید می‌پرورد پرورید
می‌خوابد خوابید می‌نوشد نوشید
می‌خوابد خوابید می‌تواند توانست
می‌خوابد خوابید می‌پرد پرید
می‌خوابد خوابید می‌خزد خزید
می‌خوابد خوابید می‌بارد بارید
می‌خوابد خوابید می‌لرزد لرزید
می‌خوابد خوابید می‌وزد وزید
می‌خوابد خوابید می‌ریزد ریخت
می‌خوابد خوابید برمی‌دارد برداشت
می‌خوابد خوابید می‌گیرد گرفت
می‌سوزد سوخت ﻿می‌رود رفت
می‌سوزد سوخت می‌خورد خورد
می‌سوزد سوخت می‌گوید گفت
می‌سوزد سوخت می‌خندد خندید
می‌سوزد سوخت می‌نویسد نوشت
می‌سوزد سوخت می‌بیند دید
می‌سوزد سوخت می‌جنگد جنگید
می‌سوزد سوخت می‌سازد ساخت
می‌سوزد سوخت می‌پردازد پرداخت
می‌سوزد سوخت می‌جوید جست
می‌سوزد سوخت می‌پزد پخت
می‌سوزد سوخت می‌شوید شست
می‌سوزد سوخت می‌کند کرد
می‌سوزد سوخت می‌خواند خواند
می‌سوزد سوخت می‌خرد خرید
می‌سوزد سوخت می‌گذارد گذاشت
می‌سوزد سوخت می‌گرید گریست
می‌سوزد سوخت می‌خوابد خوابید
می‌سوزد سوخت می‌شکند شکست
می‌سوزد سوخت می‌برد برد
می‌سوزد سوخت می‌گذرد گذشت
می‌سوزد سوخت می‌شنود شنید
می‌سوزد سوخت می‌دوزد دوخت
می‌سوزد سوخت می‌کارد کاشت
می‌سوزد سوخت می‌خواهد خواست
می‌سوزد سوخت می‌آفریند آفرید
می‌سوزد سوخت می‌آورد آورد
می‌سوزد سوخت می‌بخشد بخشید
می‌سوزد سوخت می‌پرسد پرسید
می‌سوزد سوخت می‌پوشد پوشید
می‌سوزد سوخت می‌پیچد پیچید
می‌سوزد سوخت می‌زند زد
می‌سوزد سوخت می‌نشیند نشست
می‌سوزد سوخت می‌پرورد پرورید
می‌سوزد سوخت می‌نوشد نوشید
می‌سوزد سوخت می‌تواند توانست
می‌سوزد سوخت می‌پرد پرید
می‌سوزد سوخت می‌خزد خزید
می‌سوزد سوخت می‌بارد بارید
می‌سوزد سوخت می‌لرزد لرزید
می‌سوزد سوخت می‌وزد وزید
می‌سوزد سوخت می‌ریزد ریخت
می‌سوزد سوخت برمی‌دارد برداشت
می‌سوزد سوخت می‌گیرد گرفت
می‌شکند شکست ﻿می‌رود رفت
می‌شکند شکست می‌خورد خورد
می‌شکند شکست می‌گوید گفت
می‌شکند شکست می‌خندد خندید
می‌شکند شکست می‌نویسد نوشت
می‌شکند شکست می‌بیند دید
می‌شکند شکست می‌جنگد جنگید
می‌شکند شکست می‌سازد ساخت
می‌شکند شکست می‌پردازد پرداخت
می‌شکند شکست می‌جوید جست
می‌شکند شکست می‌پزد پخت
می‌شکند شکست می‌شوید شست
می‌شکند شکست می‌کند کرد
می‌شکند شکست می‌خواند خواند
می‌شکند شکست می‌خرد خرید
می‌شکند شکست می‌گذارد گذاشت
می‌شکند شکست می‌گرید گریست
می‌شکند شکست می‌خوابد خوابید
می‌شکند شکست می‌سوزد سوخت
می‌شکند شکست می‌برد برد
می‌شکند شکست می‌گذرد گذشت
می‌شکند شکست می‌شنود شنید
می‌شکند شکست می‌دوزد دوخت
می‌شکند شکست می‌کارد کاشت
می‌شکند شکست می‌خواهد خواست
می‌شکند شکست می‌آفریند آفرید
می‌شکند شکست می‌آورد آورد
می‌شکند شکست می‌بخشد بخشید
می‌شکند شکست می‌پرسد پرسید
می‌شکند شکست می‌پوشد پوشید
می‌شکند شکست می‌پیچد پیچید
می‌شکند شکست می‌زند زد
می‌شکند شکست می‌نشیند نشست
می‌شکند شکست می‌پرورد پرورید
می‌شکند شکست می‌نوشد نوشید
می‌شکند شکست می‌تواند توانست
می‌شکند شکست می‌پرد پرید
می‌شکند شکست می‌خزد خزید
